,year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour,season,total_delay
25816,2013,1,30,1846.0,1850,-4.0,2150.0,2212,-22.0,DL,2159,N390DA,JFK,MCO,152.0,944,18,50,2013-01-30 18:00:00,winter,-26.0
187876,2013,4,25,612.0,615,-3.0,803.0,818,-15.0,EV,4901,N751EV,EWR,MSP,153.0,1008,6,15,2013-04-25 06:00:00,spring,-18.0
12389,2013,1,15,827.0,830,-3.0,1123.0,1106,17.0,F9,835,N213FR,LGA,DEN,257.0,1620,8,30,2013-01-15 08:00:00,winter,14.0
76254,2013,11,22,1916.0,1909,7.0,2027.0,2050,-23.0,9E,2937,N8665A,JFK,IAD,51.0,228,19,9,2013-11-22 19:00:00,fall,-16.0
139800,2013,3,4,2111.0,2105,6.0,2317.0,2259,18.0,EV,4700,N11548,EWR,CLT,82.0,529,21,5,2013-03-04 21:00:00,winter,24.0
288125,2013,8,9,1454.0,1455,-1.0,1707.0,1715,-8.0,DL,127,N336NB,JFK,DTW,80.0,509,14,55,2013-08-09 14:00:00,summer,-9.0
168766,2013,4,4,1757.0,1800,-3.0,1932.0,1950,-18.0,AA,353,N4WMAA,LGA,ORD,119.0,733,18,0,2013-04-04 18:00:00,spring,-21.0
35470,2013,10,10,457.0,500,-3.0,637.0,648,-11.0,US,1843,N564UW,EWR,CLT,83.0,529,5,0,2013-10-10 05:00:00,fall,-14.0
38507,2013,10,13,1309.0,1300,9.0,1613.0,1605,8.0,VX,165,N625VA,EWR,LAX,346.0,2454,13,0,2013-10-13 13:00:00,fall,17.0
153274,2013,3,19,1101.0,1100,1.0,1354.0,1414,-20.0,DL,1275,N3751B,JFK,SLC,274.0,1990,11,0,2013-03-19 11:00:00,winter,-19.0
128380,2013,2,20,1316.0,1320,-4.0,1608.0,1633,-25.0,UA,1054,N12116,EWR,LAX,337.0,2454,13,20,2013-02-20 13:00:00,winter,-29.0
220121,2013,5,29,1953.0,2000,-7.0,2123.0,2116,7.0,US,2189,N701UW,LGA,DCA,62.0,214,20,0,2013-05-29 20:00:00,spring,0.0
105269,2013,12,25,656.0,700,-4.0,828.0,839,-11.0,UA,331,N491UA,LGA,ORD,125.0,733,7,0,2013-12-25 07:00:00,winter,-15.0
216186,2013,5,25,1150.0,1159,-9.0,1251.0,1312,-21.0,EV,4511,N12900,EWR,ROC,43.0,246,11,59,2013-05-25 11:00:00,spring,-30.0
86461,2013,12,4,1113.0,945,88.0,1401.0,1300,61.0,AA,1223,N466AA,EWR,DFW,205.0,1372,9,45,2013-12-04 09:00:00,fall,149.0
44934,2013,10,20,1141.0,1144,-3.0,1424.0,1429,-5.0,UA,1519,N67134,EWR,MCO,149.0,937,11,44,2013-10-20 11:00:00,fall,-8.0
102481,2013,12,21,1939.0,1915,24.0,2151.0,2153,-2.0,DL,1896,N336NW,LGA,DEN,224.0,1620,19,15,2013-12-21 19:00:00,winter,22.0
74918,2013,11,21,1353.0,1354,-1.0,1634.0,1646,-12.0,UA,1122,N77261,EWR,PBI,137.0,1023,13,54,2013-11-21 13:00:00,fall,-13.0
329418,2013,9,23,759.0,759,0.0,929.0,937,-8.0,B6,885,N306JB,JFK,RDU,65.0,427,7,59,2013-09-23 07:00:00,fall,-8.0
281716,2013,8,2,1931.0,1920,11.0,2213.0,2210,3.0,AA,1691,N515AA,EWR,DFW,179.0,1372,19,20,2013-08-02 19:00:00,summer,14.0
58451,2013,11,3,2147.0,2129,18.0,2250.0,2239,11.0,EV,4186,N11107,EWR,DCA,41.0,199,21,29,2013-11-03 21:00:00,fall,29.0
65150,2013,11,11,813.0,814,-1.0,1022.0,1042,-20.0,EV,4364,N12201,EWR,MCI,166.0,1092,8,14,2013-11-11 08:00:00,fall,-21.0
269346,2013,7,21,806.0,741,25.0,1111.0,1101,10.0,UA,421,N811UA,EWR,SFO,342.0,2565,7,41,2013-07-21 07:00:00,summer,35.0
72843,2013,11,19,1144.0,1151,-7.0,1413.0,1419,-6.0,FL,63,N968AT,LGA,ATL,114.0,762,11,51,2013-11-19 11:00:00,fall,-13.0
58952,2013,11,4,1349.0,1351,-2.0,1702.0,1702,0.0,DL,1775,N348NW,LGA,MIA,142.0,1096,13,51,2013-11-04 13:00:00,fall,-2.0
96178,2013,12,15,847.0,840,7.0,1046.0,1026,20.0,9E,2926,N917XJ,JFK,ORD,124.0,740,8,40,2013-12-15 08:00:00,fall,27.0
179838,2013,4,16,1543.0,1530,13.0,1724.0,1732,-8.0,US,1899,N716UW,LGA,CLT,79.0,544,15,30,2013-04-16 15:00:00,spring,5.0
291964,2013,8,13,1652.0,1630,22.0,1827.0,1811,16.0,EV,4702,N15574,EWR,GSO,72.0,445,16,30,2013-08-13 16:00:00,summer,38.0
274636,2013,7,26,1425.0,1430,-5.0,1704.0,1725,-21.0,B6,325,N591JB,JFK,TPA,134.0,1005,14,30,2013-07-26 14:00:00,summer,-26.0
232366,2013,6,11,2318.0,2245,33.0,31.0,1,30.0,B6,128,N184JB,JFK,BTV,51.0,266,22,45,2013-06-11 22:00:00,spring,63.0
145854,2013,3,11,1253.0,1300,-7.0,1358.0,1406,-8.0,B6,1006,N249JB,JFK,BOS,47.0,187,13,0,2013-03-11 13:00:00,winter,-15.0
260853,2013,7,12,825.0,815,10.0,1011.0,955,16.0,EV,4872,N614QX,LGA,RIC,57.0,292,8,15,2013-07-12 08:00:00,summer,26.0
73299,2013,11,19,1900.0,1905,-5.0,2103.0,2106,-3.0,DL,1473,N336NB,LGA,MEM,141.0,963,19,5,2013-11-19 19:00:00,fall,-8.0
118126,2013,2,8,,1545,,,1815,,DL,1942,N338NB,EWR,ATL,,746,15,45,2013-02-08 15:00:00,winter,
76534,2013,11,23,758.0,805,-7.0,928.0,945,-17.0,MQ,3531,N849MQ,LGA,RDU,76.0,431,8,5,2013-11-23 08:00:00,fall,-24.0
257711,2013,7,9,632.0,632,0.0,825.0,841,-16.0,EV,4122,N14179,EWR,SDF,95.0,642,6,32,2013-07-09 06:00:00,summer,-16.0
120110,2013,2,11,1015.0,1000,15.0,1251.0,1209,42.0,US,1277,N715UW,LGA,CLT,100.0,544,10,0,2013-02-11 10:00:00,winter,57.0
125013,2013,2,16,1657.0,1700,-3.0,2159.0,2204,-5.0,DL,329,N3762Y,JFK,SJU,227.0,1598,17,0,2013-02-16 17:00:00,winter,-8.0
110335,2013,12,30,1847.0,1845,2.0,2105.0,2040,25.0,MQ,3349,N539MQ,LGA,MSP,148.0,1020,18,45,2013-12-30 18:00:00,winter,27.0
49625,2013,10,25,803.0,755,8.0,912.0,910,2.0,WN,909,N468WN,EWR,MDW,110.0,711,7,55,2013-10-25 07:00:00,fall,10.0
271332,2013,7,23,849.0,850,-1.0,1007.0,1014,-7.0,9E,3466,N930XJ,JFK,DCA,48.0,213,8,50,2013-07-23 08:00:00,summer,-8.0
81833,2013,11,29,1120.0,1125,-5.0,1252.0,1315,-23.0,MQ,2876,N5PBMQ,LGA,STL,134.0,888,11,25,2013-11-29 11:00:00,fall,-28.0
269582,2013,7,21,1258.0,1259,-1.0,1525.0,1534,-9.0,DL,781,N927DA,LGA,ATL,112.0,762,12,59,2013-07-21 12:00:00,summer,-10.0
222803,2013,6,1,1732.0,1714,18.0,1952.0,2008,-16.0,UA,1705,N14242,LGA,IAH,181.0,1416,17,14,2013-06-01 17:00:00,spring,2.0
4532,2013,1,6,956.0,1000,-4.0,1143.0,1206,-23.0,US,1103,N193UW,LGA,CLT,91.0,544,10,0,2013-01-06 10:00:00,winter,-27.0
287251,2013,8,8,1657.0,1530,87.0,1859.0,1650,129.0,WN,216,N555LV,EWR,MDW,109.0,711,15,30,2013-08-08 15:00:00,summer,216.0
111312,2013,2,1,557.0,600,-3.0,859.0,859,0.0,B6,507,N705JB,EWR,FLL,156.0,1065,6,0,2013-02-01 06:00:00,winter,-3.0
291690,2013,8,13,1152.0,1100,52.0,1302.0,1210,52.0,MQ,3230,N535MQ,JFK,DCA,41.0,213,11,0,2013-08-13 11:00:00,summer,104.0
116854,2013,2,7,1250.0,1255,-5.0,1549.0,1605,-16.0,UA,1612,N27722,EWR,DFW,217.0,1372,12,55,2013-02-07 12:00:00,winter,-21.0
42730,2013,10,17,1820.0,1805,15.0,2043.0,2028,15.0,UA,1139,N30401,EWR,DEN,225.0,1605,18,5,2013-10-17 18:00:00,fall,30.0
148467,2013,3,14,728.0,730,-2.0,830.0,843,-13.0,B6,44,N586JB,JFK,SYR,44.0,209,7,30,2013-03-14 07:00:00,winter,-15.0
111112,2013,12,31,1720.0,1735,-15.0,1902.0,1925,-23.0,AA,345,N550AA,LGA,ORD,134.0,733,17,35,2013-12-31 17:00:00,winter,-38.0
203109,2013,5,11,1038.0,1047,-9.0,1339.0,1400,-21.0,DL,1903,N972DL,LGA,SRQ,159.0,1047,10,47,2013-05-11 10:00:00,spring,-30.0
112870,2013,2,2,2024.0,1955,29.0,2318.0,2310,8.0,AA,1709,N3CEAA,LGA,MIA,155.0,1096,19,55,2013-02-02 19:00:00,winter,37.0
142045,2013,3,7,1003.0,1000,3.0,1123.0,1137,-14.0,UA,1460,N14250,LGA,ORD,112.0,733,10,0,2013-03-07 10:00:00,winter,-11.0
263615,2013,7,15,835.0,840,-5.0,1117.0,1132,-15.0,UA,443,N555UA,JFK,LAX,286.0,2475,8,40,2013-07-15 08:00:00,summer,-20.0
14933,2013,1,18,533.0,540,-7.0,1016.0,1017,-1.0,B6,725,N705JB,JFK,BQN,202.0,1576,5,40,2013-01-18 05:00:00,winter,-8.0
61339,2013,11,6,2054.0,2100,-6.0,2326.0,2345,-19.0,B6,499,N594JB,LGA,MCO,133.0,950,21,0,2013-11-06 21:00:00,fall,-25.0
259137,2013,7,10,1349.0,1321,28.0,1530.0,1515,15.0,EV,4100,N16961,EWR,MEM,139.0,946,13,21,2013-07-10 13:00:00,summer,43.0
307045,2013,8,29,1342.0,1315,27.0,1615.0,1558,17.0,B6,553,N504JB,JFK,PBI,133.0,1028,13,15,2013-08-29 13:00:00,summer,44.0
237905,2013,6,17,1959.0,2001,-2.0,2321.0,2308,13.0,B6,1505,N703JB,JFK,ABQ,268.0,1826,20,1,2013-06-17 20:00:00,spring,11.0
227747,2013,6,6,2315.0,2125,110.0,142.0,2359,103.0,UA,789,N421UA,EWR,IAH,189.0,1400,21,25,2013-06-06 21:00:00,spring,213.0
234740,2013,6,14,1214.0,1215,-1.0,1317.0,1325,-8.0,B6,74,N353JB,JFK,BTV,49.0,266,12,15,2013-06-14 12:00:00,spring,-9.0
320354,2013,9,13,825.0,829,-4.0,1005.0,1021,-16.0,DL,1157,N351NB,EWR,MSP,133.0,1008,8,29,2013-09-13 08:00:00,summer,-20.0
87721,2013,12,5,1855.0,1838,17.0,2239.0,2214,25.0,UA,389,N587UA,JFK,SFO,371.0,2586,18,38,2013-12-05 18:00:00,fall,42.0
179047,2013,4,15,1807.0,1800,7.0,2108.0,2125,-17.0,UA,1645,N77530,EWR,SAT,219.0,1569,18,0,2013-04-15 18:00:00,spring,-10.0
27844,2013,10,1,1923.0,1925,-2.0,2150.0,2227,-37.0,DL,1435,N327NB,LGA,TPA,130.0,1010,19,25,2013-10-01 19:00:00,fall,-39.0
161853,2013,3,28,1202.0,1146,16.0,1417.0,1418,-1.0,EV,3257,N14568,EWR,JAX,116.0,820,11,46,2013-03-28 11:00:00,spring,15.0
264935,2013,7,16,1450.0,1452,-2.0,1735.0,1747,-12.0,UA,1242,N73445,EWR,FLL,141.0,1065,14,52,2013-07-16 14:00:00,summer,-14.0
18,2013,1,1,600.0,600,0.0,837.0,825,12.0,MQ,4650,N542MQ,LGA,ATL,134.0,762,6,0,2013-01-01 06:00:00,winter,12.0
144342,2013,3,9,1742.0,1740,2.0,2028.0,2104,-36.0,DL,127,N718TW,JFK,LAX,324.0,2475,17,40,2013-03-09 17:00:00,winter,-34.0
232868,2013,6,12,1351.0,1400,-9.0,1459.0,1512,-13.0,US,2177,N732US,LGA,DCA,40.0,214,14,0,2013-06-12 14:00:00,spring,-22.0
61887,2013,11,7,1441.0,1450,-9.0,1630.0,1645,-15.0,MQ,3588,N546MQ,LGA,MSP,154.0,1020,14,50,2013-11-07 14:00:00,fall,-24.0
315713,2013,9,8,1229.0,1205,24.0,1553.0,1451,62.0,UA,488,N837UA,EWR,IAH,175.0,1400,12,5,2013-09-08 12:00:00,summer,86.0
137360,2013,3,2,834.0,840,-6.0,952.0,1001,-9.0,EV,4296,N14573,EWR,RIC,52.0,277,8,40,2013-03-02 08:00:00,winter,-15.0
115580,2013,2,6,613.0,615,-2.0,908.0,855,13.0,9E,3856,N228PQ,JFK,ATL,121.0,760,6,15,2013-02-06 06:00:00,winter,11.0
230900,2013,6,10,1423.0,1358,25.0,1712.0,1704,8.0,B6,209,N763JB,JFK,LGB,327.0,2465,13,58,2013-06-10 13:00:00,spring,33.0
205786,2013,5,14,1049.0,1055,-6.0,1330.0,1403,-33.0,DL,1275,N371DA,JFK,SLC,260.0,1990,10,55,2013-05-14 10:00:00,spring,-39.0
181005,2013,4,17,1832.0,1837,-5.0,2127.0,2132,-5.0,B6,711,N591JB,JFK,LAS,313.0,2248,18,37,2013-04-17 18:00:00,spring,-10.0
90653,2013,12,9,655.0,700,-5.0,749.0,808,-19.0,US,2136,N959UW,LGA,BOS,32.0,184,7,0,2013-12-09 07:00:00,fall,-24.0
126897,2013,2,18,1953.0,1940,13.0,2049.0,2050,-1.0,EV,4312,N16999,EWR,DCA,37.0,199,19,40,2013-02-18 19:00:00,winter,12.0
161862,2013,3,28,1232.0,1238,-6.0,1419.0,1434,-15.0,DL,1544,N961DL,EWR,DTW,74.0,488,12,38,2013-03-28 12:00:00,spring,-21.0
161529,2013,3,28,633.0,630,3.0,926.0,926,0.0,B6,983,N662JB,LGA,TPA,143.0,1010,6,30,2013-03-28 06:00:00,spring,3.0
59449,2013,11,5,454.0,500,-6.0,636.0,651,-15.0,US,1895,N156UW,EWR,CLT,88.0,529,5,0,2013-11-05 05:00:00,fall,-21.0
200994,2013,5,9,712.0,714,-2.0,819.0,830,-11.0,UA,551,N469UA,EWR,BOS,35.0,200,7,14,2013-05-09 07:00:00,spring,-13.0
305263,2013,8,27,1615.0,1620,-5.0,1832.0,1902,-30.0,DL,843,N1603,JFK,ATL,97.0,760,16,20,2013-08-27 16:00:00,summer,-35.0
36707,2013,10,11,902.0,910,-8.0,1227.0,1229,-2.0,DL,874,N302NB,LGA,MIA,146.0,1096,9,10,2013-10-11 09:00:00,fall,-10.0
140548,2013,3,5,1721.0,1729,-8.0,2023.0,2050,-27.0,UA,784,N805UA,EWR,PDX,345.0,2434,17,29,2013-03-05 17:00:00,winter,-35.0
284318,2013,8,5,1710.0,1715,-5.0,1934.0,1952,-18.0,9E,3310,N920XJ,JFK,MCI,168.0,1113,17,15,2013-08-05 17:00:00,summer,-23.0
120144,2013,2,11,1059.0,905,114.0,1208.0,1022,106.0,B6,56,N179JB,JFK,BTV,50.0,266,9,5,2013-02-11 09:00:00,winter,220.0
287346,2013,8,8,1914.0,1835,39.0,2201.0,2046,75.0,DL,2019,N339NW,LGA,MSP,151.0,1020,18,35,2013-08-08 18:00:00,summer,114.0
227290,2013,6,6,1441.0,1445,-4.0,1539.0,1612,-33.0,9E,3404,N921XJ,JFK,BOS,33.0,187,14,45,2013-06-06 14:00:00,spring,-37.0
331953,2013,9,25,1729.0,1625,64.0,2013.0,1955,18.0,DL,1373,N320US,JFK,MIA,144.0,1089,16,25,2013-09-25 16:00:00,fall,82.0
97851,2013,12,16,2038.0,2033,5.0,2202.0,2206,-4.0,FL,1159,N919AT,LGA,CAK,68.0,397,20,33,2013-12-16 20:00:00,fall,1.0
127364,2013,2,19,1145.0,1155,-10.0,1253.0,1304,-11.0,9E,3289,N927XJ,JFK,BOS,38.0,187,11,55,2013-02-19 11:00:00,winter,-21.0
241852,2013,6,21,1922.0,1920,2.0,2050.0,2047,3.0,UA,1703,N11206,EWR,BOS,48.0,200,19,20,2013-06-21 19:00:00,summer,5.0
130084,2013,2,22,856.0,855,1.0,1221.0,1214,7.0,B6,1061,N307JB,JFK,AUS,247.0,1521,8,55,2013-02-22 08:00:00,winter,8.0
111530,2013,2,1,907.0,843,24.0,1208.0,1115,53.0,EV,4388,N14974,EWR,JAX,137.0,820,8,43,2013-02-01 08:00:00,winter,77.0
324645,2013,9,17,2019.0,2025,-6.0,2326.0,2350,-24.0,B6,915,N655JB,JFK,SFO,338.0,2586,20,25,2013-09-17 20:00:00,summer,-30.0
180319,2013,4,17,629.0,630,-1.0,735.0,749,-14.0,EV,4533,N13956,EWR,BUF,50.0,282,6,30,2013-04-17 06:00:00,spring,-15.0
14720,2013,1,17,1808.0,1810,-2.0,2123.0,2150,-27.0,UA,594,N470UA,EWR,PHX,294.0,2133,18,10,2013-01-17 18:00:00,winter,-29.0
216460,2013,5,25,1726.0,1725,1.0,2038.0,2040,-2.0,AA,145,N3HNAA,JFK,SAN,333.0,2446,17,25,2013-05-25 17:00:00,spring,-1.0
245560,2013,6,25,2023.0,2025,-2.0,2149.0,2156,-7.0,B6,686,N351JB,JFK,ROC,50.0,264,20,25,2013-06-25 20:00:00,summer,-9.0
159941,2013,3,26,1256.0,1259,-3.0,1455.0,1456,-1.0,US,1459,N194UW,LGA,CLT,88.0,544,12,59,2013-03-26 12:00:00,spring,-4.0
97065,2013,12,16,724.0,729,-5.0,839.0,845,-6.0,EV,4233,N13964,EWR,BTV,44.0,266,7,29,2013-12-16 07:00:00,fall,-11.0
130835,2013,2,23,557.0,600,-3.0,741.0,745,-4.0,AA,301,N3FNAA,LGA,ORD,129.0,733,6,0,2013-02-23 06:00:00,winter,-7.0
189014,2013,4,26,829.0,810,19.0,1152.0,1123,29.0,DL,1271,N358NB,JFK,FLL,147.0,1069,8,10,2013-04-26 08:00:00,spring,48.0
172187,2013,4,8,1451.0,1455,-4.0,1607.0,1632,-25.0,9E,3318,N917XJ,JFK,BUF,54.0,301,14,55,2013-04-08 14:00:00,spring,-29.0
88782,2013,12,6,1843.0,1845,-2.0,2127.0,2158,-31.0,DL,2391,N949DL,JFK,TPA,147.0,1005,18,45,2013-12-06 18:00:00,fall,-33.0
180065,2013,4,16,1911.0,1915,-4.0,2154.0,2216,-22.0,B6,155,N612JB,JFK,MCO,126.0,944,19,15,2013-04-16 19:00:00,spring,-26.0
151565,2013,3,17,1521.0,1516,5.0,1811.0,1812,-1.0,B6,537,N760JB,EWR,TPA,157.0,997,15,16,2013-03-17 15:00:00,winter,4.0
182991,2013,4,19,1925.0,1814,71.0,2155.0,2115,40.0,UA,1619,N75425,EWR,LAS,300.0,2227,18,14,2013-04-19 18:00:00,spring,111.0
229336,2013,6,8,1733.0,1723,10.0,1954.0,2000,-6.0,UA,675,N458UA,EWR,IAH,176.0,1400,17,23,2013-06-08 17:00:00,spring,4.0
317222,2013,9,9,2037.0,2005,32.0,2137.0,2130,7.0,MQ,3604,N546MQ,EWR,ORD,98.0,719,20,5,2013-09-09 20:00:00,summer,39.0
294221,2013,8,15,1953.0,2000,-7.0,2211.0,2225,-14.0,MQ,3662,N528MQ,LGA,ATL,110.0,762,20,0,2013-08-15 20:00:00,summer,-21.0
118802,2013,2,9,,810,,,923,,B6,1172,N316JB,EWR,BOS,,200,8,10,2013-02-09 08:00:00,winter,
158038,2013,3,24,1408.0,1415,-7.0,1653.0,1631,22.0,DL,935,N342NB,EWR,ATL,130.0,746,14,15,2013-03-24 14:00:00,spring,15.0
78279,2013,11,25,854.0,900,-6.0,1146.0,1225,-39.0,AA,1,N338AA,JFK,LAX,330.0,2475,9,0,2013-11-25 09:00:00,fall,-45.0
89116,2013,12,7,753.0,645,68.0,1036.0,919,77.0,EV,4140,N16541,EWR,ATL,134.0,746,6,45,2013-12-07 06:00:00,fall,145.0
198056,2013,5,6,631.0,635,-4.0,846.0,905,-19.0,DL,1743,N911DE,JFK,ATL,109.0,760,6,35,2013-05-06 06:00:00,spring,-23.0
57823,2013,11,3,1026.0,1030,-4.0,1305.0,1305,0.0,DL,1529,N394DA,JFK,LAS,320.0,2248,10,30,2013-11-03 10:00:00,fall,-4.0
158650,2013,3,25,728.0,700,28.0,822.0,807,15.0,US,2116,N967UW,LGA,BOS,34.0,184,7,0,2013-03-25 07:00:00,spring,43.0
50462,2013,10,26,554.0,600,-6.0,846.0,855,-9.0,B6,601,N592JB,JFK,FLL,149.0,1069,6,0,2013-10-26 06:00:00,fall,-15.0
243550,2013,6,23,1845.0,1708,97.0,,2033,,UA,512,N589UA,JFK,SFO,,2586,17,8,2013-06-23 17:00:00,summer,
323283,2013,9,16,1428.0,1429,-1.0,1712.0,1730,-18.0,B6,301,N584JB,JFK,FLL,145.0,1069,14,29,2013-09-16 14:00:00,summer,-19.0
315720,2013,9,8,1240.0,1240,0.0,1500.0,1520,-20.0,AA,300,N479AA,EWR,DFW,171.0,1372,12,40,2013-09-08 12:00:00,summer,-20.0
202206,2013,5,10,1051.0,1055,-4.0,1333.0,1403,-30.0,DL,1275,N3762Y,JFK,SLC,267.0,1990,10,55,2013-05-10 10:00:00,spring,-34.0
321657,2013,9,14,1558.0,1559,-1.0,1742.0,1800,-18.0,EV,3838,N13956,EWR,GRR,88.0,605,15,59,2013-09-14 15:00:00,summer,-19.0
84194,2013,12,2,624.0,630,-6.0,857.0,922,-25.0,UA,1627,N35204,EWR,PBI,140.0,1023,6,30,2013-12-02 06:00:00,fall,-31.0
243330,2013,6,23,1523.0,1519,4.0,1802.0,1802,0.0,UA,1695,N32404,EWR,IAH,184.0,1400,15,19,2013-06-23 15:00:00,summer,4.0
77983,2013,11,24,2056.0,2059,-3.0,2308.0,2244,24.0,B6,105,N368JB,JFK,ORD,131.0,740,20,59,2013-11-24 20:00:00,fall,21.0
196813,2013,5,4,1547.0,1530,17.0,1646.0,1648,-2.0,EV,4502,N16961,EWR,BNA,103.0,748,15,30,2013-05-04 15:00:00,spring,15.0
142754,2013,3,7,,1217,,,1334,,EV,4121,N22971,EWR,ROC,,246,12,17,2013-03-07 12:00:00,winter,
70717,2013,11,17,809.0,810,-1.0,1029.0,1034,-5.0,DL,2457,N301NB,LGA,MSY,179.0,1183,8,10,2013-11-17 08:00:00,fall,-6.0
172589,2013,4,8,2047.0,2050,-3.0,2152.0,2221,-29.0,B6,1020,N821JB,JFK,BOS,31.0,187,20,50,2013-04-08 20:00:00,spring,-32.0
150576,2013,3,16,1056.0,1100,-4.0,1357.0,1410,-13.0,DL,1455,N940DL,LGA,SRQ,149.0,1047,11,0,2013-03-16 11:00:00,winter,-17.0
116547,2013,2,7,705.0,705,0.0,1021.0,1020,1.0,B6,981,N653JB,JFK,FLL,164.0,1069,7,5,2013-02-07 07:00:00,winter,1.0
144765,2013,3,10,1026.0,950,36.0,1309.0,1254,15.0,B6,1101,N775JB,JFK,FLL,143.0,1069,9,50,2013-03-10 09:00:00,winter,51.0
123598,2013,2,15,640.0,645,-5.0,959.0,958,1.0,UA,449,N457UA,EWR,RSW,171.0,1068,6,45,2013-02-15 06:00:00,winter,-4.0
74919,2013,11,21,1353.0,1310,43.0,1635.0,1607,28.0,B6,553,N337JB,JFK,PBI,141.0,1028,13,10,2013-11-21 13:00:00,fall,71.0
112553,2013,2,2,1320.0,1259,21.0,1431.0,1419,12.0,EV,4139,N13968,EWR,BUF,53.0,282,12,59,2013-02-02 12:00:00,winter,33.0
254194,2013,7,5,758.0,800,-2.0,1016.0,1021,-5.0,B6,677,N281JB,JFK,JAX,117.0,828,8,0,2013-07-05 08:00:00,summer,-7.0
334967,2013,9,29,754.0,755,-1.0,948.0,1017,-29.0,UA,561,N528UA,LGA,DEN,210.0,1620,7,55,2013-09-29 07:00:00,fall,-30.0
79728,2013,11,26,1729.0,1730,-1.0,2053.0,2106,-13.0,B6,415,N809JB,JFK,SFO,350.0,2586,17,30,2013-11-26 17:00:00,fall,-14.0
178210,2013,4,14,2038.0,2045,-7.0,2146.0,2219,-33.0,9E,3395,N909XJ,JFK,DCA,45.0,213,20,45,2013-04-14 20:00:00,spring,-40.0
104654,2013,12,24,854.0,900,-6.0,1123.0,1132,-9.0,DL,726,N989AT,EWR,ATL,123.0,746,9,0,2013-12-24 09:00:00,winter,-15.0
232625,2013,6,12,900.0,906,-6.0,1225.0,1239,-14.0,B6,641,N766JB,JFK,SFO,349.0,2586,9,6,2013-06-12 09:00:00,spring,-20.0
1743,2013,1,2,2119.0,2110,9.0,2227.0,2223,4.0,EV,4119,N14168,EWR,RIC,50.0,277,21,10,2013-01-02 21:00:00,winter,13.0
186658,2013,4,23,1911.0,1915,-4.0,2158.0,2216,-18.0,B6,155,N535JB,JFK,MCO,123.0,944,19,15,2013-04-23 19:00:00,spring,-22.0
97211,2013,12,16,920.0,920,0.0,1237.0,1245,-8.0,VX,407,N626VA,JFK,LAX,351.0,2475,9,20,2013-12-16 09:00:00,fall,-8.0
259671,2013,7,11,558.0,605,-7.0,841.0,905,-24.0,AA,1837,N3KAAA,LGA,MIA,141.0,1096,6,5,2013-07-11 06:00:00,summer,-31.0
145532,2013,3,11,703.0,709,-6.0,946.0,1009,-23.0,B6,987,N563JB,JFK,MCO,130.0,944,7,9,2013-03-11 07:00:00,winter,-29.0
267834,2013,7,19,1251.0,1300,-9.0,1437.0,1505,-28.0,MQ,3340,N722MQ,LGA,DTW,80.0,502,13,0,2013-07-19 13:00:00,summer,-37.0
300556,2013,8,22,1546.0,1530,16.0,1646.0,1645,1.0,WN,1350,N388SW,EWR,MDW,109.0,711,15,30,2013-08-22 15:00:00,summer,17.0
283224,2013,8,4,1551.0,1555,-4.0,1727.0,1739,-12.0,9E,3459,N907XJ,JFK,BNA,108.0,765,15,55,2013-08-04 15:00:00,summer,-16.0
97290,2013,12,16,1058.0,1100,-2.0,1412.0,1411,1.0,DL,499,N969DL,JFK,FLL,169.0,1069,11,0,2013-12-16 11:00:00,fall,-1.0
101348,2013,12,20,1512.0,1515,-3.0,1832.0,1838,-6.0,DL,419,N722TW,JFK,SEA,346.0,2422,15,15,2013-12-20 15:00:00,fall,-9.0
23624,2013,1,28,952.0,950,2.0,1227.0,1210,17.0,9E,3961,N8794B,LGA,GRR,101.0,618,9,50,2013-01-28 09:00:00,winter,19.0
304260,2013,8,26,1540.0,1540,0.0,1655.0,1710,-15.0,MQ,3622,N539MQ,LGA,BNA,97.0,764,15,40,2013-08-26 15:00:00,summer,-15.0
74219,2013,11,20,1816.0,1800,16.0,1950.0,1919,31.0,US,2158,N952UW,LGA,BOS,36.0,184,18,0,2013-11-20 18:00:00,fall,47.0
154745,2013,3,20,1916.0,1917,-1.0,2238.0,2224,14.0,UA,1621,N76526,EWR,SAN,356.0,2425,19,17,2013-03-20 19:00:00,spring,13.0
13172,2013,1,16,700.0,636,24.0,1014.0,945,29.0,UA,1701,N78524,EWR,FLL,158.0,1065,6,36,2013-01-16 06:00:00,winter,53.0
212169,2013,5,21,816.0,811,5.0,932.0,921,11.0,EV,4696,N15980,EWR,MHT,37.0,209,8,11,2013-05-21 08:00:00,spring,16.0
298794,2013,8,20,1812.0,1810,2.0,2120.0,2128,-8.0,DL,83,N349NW,JFK,MIA,155.0,1089,18,10,2013-08-20 18:00:00,summer,-6.0
66915,2013,11,12,2249.0,2129,80.0,131.0,10,81.0,B6,527,N632JB,EWR,MCO,149.0,937,21,29,2013-11-12 21:00:00,fall,161.0
243578,2013,6,23,1913.0,1920,-7.0,2047.0,2045,2.0,AA,1762,N3FLAA,JFK,BOS,41.0,187,19,20,2013-06-23 19:00:00,summer,-5.0
